aansteller	370	0.9984216327	2.9520483953	0.9945945946	1.8788112508
aanstellerig	374	0.9957025463	2.6277602306	0.9919786096	1.8436055836
aanstellerij	339	0.9979860656	2.8759708646	0.9970501475	1.9141208206
aanstelling	316	0.9962214104	2.67123911	0.9905063291	1.8247552297
aansterken	354	0.9970579576	2.7541719333	0.9943502825	1.8754236557
aanstichten	339	0.9736456439	1.9372997545	0.9587020649	1.5201786702
aanstichter	338	0.9934839772	2.4828923731	0.9852071006	1.7617798004
aanstippen	319	0.9937418673	2.497244416	0.9843260188	1.7519607092
aanstoken	322	0.6601364505	0.4128355561	0.6397515528	0.3391827682
aanstoker	319	0.7206755653	0.5848495711	0.6927899687	0.4765268835
aanstomen	364	0.6585570704	0.4085282985	0.6428571429	0.3470264757
aanstonds	333	0.9513160312	1.6577499975	0.9249249249	1.3028011952
aanstoot	333	0.9982931422	2.9277981747	0.996996997	1.9133308893
aanstootgevend	339	0.9942151066	2.5250012797	0.98820059	1.796475794
aanstormen	339	0.9895491473	2.3097552975	0.982300885	1.7300109516
aanstort	285	0.410522665	-0.2262006952	0.4210526316	-0.1891184263
aanstotelijk	312	0.9100025333	1.3407706337	0.8846153846	1.104835744
aanstoten	330	0.999585612	3.3430010083	1	1.9599639845
aanstotend	317	0.9376622204	1.5354409183	0.9148264984	1.2485501552
aanstrepen	332	0.9970135805	2.7492687621	0.9939759036	1.8702739641
aansturen	338	0.9925546247	2.435025249	0.9852071006	1.7617798004
aanstuwen	341	0.8951991085	1.2546611823	0.8709677419	1.0468662053
aantal	297	0.9994719336	3.2751302132	1	1.9599639845
aantappen	271	0.5277412994	0.0695932607	0.5092250923	0.0219694504
aantasten	339	0.9910859007	2.36916706	0.9852507375	1.7622705402
aantekenen	330	0.9953753547	2.6026997894	0.9909090909	1.8298476234
aantekening	330	0.9995403964	3.3141544635	1	1.9599639845
aantellen	335	0.541413467	0.1039953155	0.5343283582	0.0818372686
aantijgen	318	0.9316400091	1.4881172243	0.9056603774	1.2023052515
aantijger	347	0.4253435929	-0.1882416989	0.4322766571	-0.1619748636
